Year,MSHA ID,Mine Name,Mine State,Mine County,Mine Status,Mine Type,Company Type,Operation Type,Operating Company,Operating Company Address,Union Code,Coal Supply Region,Production (short tons),Average Employees,Labor Hours
2021,103455,Weller Mine,Alabama,Jefferson,Active,Surface,Independent Producer Operator,Mine only,Cahaba Resources Llc,"P.O. Box 122, Vance, AL 35490",,Appalachia Southern,"11,795",7,"13,228"
2021,103523,Shannon Mine No. 3,Alabama,Jefferson,Active,Surface,Independent Producer Operator,Mine only,"Rjr Mining Company, Inc.","7202 Highway 78, Cordova, AL 35550",,Appalachia Southern,"261,572",46,"85,097"
2021,103529,Sloan Mtn. No. 3,Alabama,Jefferson,Active,Surface,Independent Producer Operator,Mine only,Best Coal Inc.,"P.O. Box 1608, Jasper, AL 35502",,Appalachia Southern,"169,982",44,"114,893"
2021,4609535,Auger A-1,Alabama,Randolph,Active,Surface,Independent Producer Operator,Mine only,"Denali Energy Group, Llc","1140 Tanbark Road, Lexington, KY 40515",,Appalachia Southern,"11,600",2,"4,180"
2021,103380,Calera,Alabama,Shelby,Active,Surface,Independent Producer Operator,Preparation Plant,Conrad Yelvington Distributors,"4636 Scarborough Dr, Lutz, FL 33559",,Appalachia Southern,0,0,978
2021,103380,Calera,Alabama,Shelby,Active,Underground,Independent Producer Operator,Preparation Plant,Conrad Yelvington Distributors,"4636 Scarborough Dr, Lutz, FL 33559",,Appalachia Southern,0,9,"18,590"
2021,101247,No 4 Mine,Alabama,Tuscaloosa,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,"Warrior Met Coal Mining, Llc","14730 Lock 17 Rd, Brookwood, AL 35444",United Mine Workers Of America,Appalachia Southern,"810,883",148,"422,379"
2021,103172,"Searles Mine No. 2, 3, 4, 5, 6",Alabama,Tuscaloosa,Active,Surface,Independent Producer Operator,Mine only,"Southland Resources, Inc.","P.O. Box 770, Cottondale, AL 35453",,Appalachia Southern,"115,337",30,"72,303"
2021,103436,Swann's Crossing,Alabama,Tuscaloosa,Active,Surface,Independent Producer Operator,Mine only,"Southland Resources, Inc.","P.O. Box 770, Cottondale, AL 35453",,Appalachia Southern,"142,333",30,"72,095"
2021,103535,Deerlick West Mine,Alabama,Tuscaloosa,Active,Surface,Independent Producer Operator,Mine only,"Cahaba Resources, Llc","P.O. Box 122, Vance, AL 35490",,Appalachia Southern,"52,438",16,"39,250"
2021,100347,Choctaw Mine,Alabama,Walker,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Best Coal Inc.,"P.O. Box 1608, Jasper, AL 35502",,Appalachia Southern,"168,957",48,"128,085"
2021,102901,Shoal Creek Mine,Alabama,Walker,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Peabody Southeast Mining, Llc","P.O. Box 327, Oakman, AL 35579",United Mine Workers Of America,Appalachia Southern,"117,126",123,"285,847"
2021,103155,Corinth Prep Plant,Alabama,Walker,Active,Underground,Independent Producer Operator,Preparation Plant,Prospect Mining & Development,"2002 2nd Avenue, Jasper, AL 35501",,Appalachia Southern,0,12,"30,696"
2021,103389,Carbon Hill Mine,Alabama,Walker,Active,Underground,Independent Producer Operator,Mine only,Clas Coal Company Inc.,"P.O. Box 400, Carbon Hill, AL 35549",,Appalachia Southern,"120,020",26,"65,002"
2021,103426,Carbon Hill Prep Plant,Alabama,Walker,Active,Underground,Independent Producer Operator,Preparation Plant,Prospect Mining & Development,"218 Highway 195, Jasper, AL 35503",,Appalachia Southern,0,12,"28,030"
2021,103532,Stave Hollow Mine,Alabama,Walker,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Signal Resources, Llc","240 Oxmoor Circle, Suite 111, Birmingham, AL 35209",,Appalachia Southern,"7,239",5,"3,488"
2021,4609415,Shm 06 Highwall Miner,Alabama,Walker,Active,Surface,Independent Producer Operator,Mine only,"Bundy Auger Mining,","2005 Webster Road, Summersville, WV 26651",,Appalachia Southern,"72,072",7,"15,129"
2021,5000030,Usibelli,Alaska,Denali,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Usibelli Coal Mine Inc,"P.O. Box 1000, Healy, AK 99743","International Brotherhood Of Teamsters, Chauffeurs, Warehouse",Western,"1,042,288",103,"195,487"
2021,503672,West Elk Mine,Colorado,Gunnison,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Mountain Coal Company, L.L.C.","5174 Highway 133, Somerset, CO 81434",,Uinta Region,"3,272,864",254,"520,809"
2021,504864,King Ii,Colorado,La Plata,Active,Underground,Operating Subsidiary,Mine only,Gcc Energy Llc,"6473 County Road 120, Hesperus, CO 81326",,Western,"466,410",71,"138,863"
2021,504461,New Elk Prep Plant,Colorado,Las Animas,Active,Underground,Independent Producer Operator,Preparation Plant,New Elk Coal Company Llc,"12250 Hwy 12, Weston, CO 81091",,Western,0,27,"46,106"
2021,504975,Mi Vida Portals,Colorado,Las Animas,Active,Underground,Independent Producer Operator,Mine only,New Elk Coal Company Llc,"12250 Hy12, Weston, CO 81091",,Western,"110,432",53,"98,782"
2021,502838,Trapper Mine,Colorado,Moffat,Active,Surface,Independent Producer Operator,Mine only,Trapper Mining Inc,"P.O. Box 187, Craig, CO 81626",International Union Of Operation Engineers,Uinta Region,"1,524,454",126,"249,344"
2021,502962,Colowyo Mine,Colorado,Moffat,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Colowyo Coal Company L P,"5731 State Highway 13, Meeker, CO 81641",,Uinta Region,"2,065,294",204,"395,970"
2021,4003376,Addcar System 16,Colorado,Moffat,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Mega Highwall Mining Llc,"12081 Va. Blvd, Ashland, KY 41102",,Uinta Region,"1,155,039",17,"62,132"
2021,503505,Deserado Mine,Colorado,Rio Blanco,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Blue Mountain Energy Inc,"3607 County Road #65, Rangely, CO 81648",United Mine Workers Of America,Uinta Region,"1,541,218",178,"390,858"
2021,503836,Foidel Creek Mine,Colorado,Routt,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Peabody Twentymile Mining Llc,"29515 Routt Cnty Rd#27, Oak Creek, CO 80467",,Uinta Region,"1,739,081",138,"282,549"
2021,1103189,Mc#1 Mine,Illinois,Franklin,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,M-Class Mining Llc,"11351 N. Thompsonville Rd., Macedonia, IL 62860",,Illinois Basin,"7,860,150",327,"738,790"
2021,1103203,Mine No. 1,Illinois,Hamilton,Active,Underground,Independent Producer Operator,Mine only,"Hamilton County Coal, Llc","18033 County Road 500 East, Dahlgren, IL 62828",,Illinois Basin,"4,938,788",206,"550,539"
2021,1103242,Hamilton County Coal Processin,Illinois,Hamilton,Active,Underground,Independent Producer Operator,Preparation Plant,"Hamilton County Coal, Llc","18031 County Rd 500 East, Dahlgren, IL 62828",,Illinois Basin,0,31,"79,615"
2021,1103182,Deer Run Mine,Illinois,Montgomery,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Patton Mining Llc,"P.O. Box 457, Hillsboro, IL 62049",,Illinois Basin,"3,193,513",138,"279,884"
2021,1103045,Red Hawk,Illinois,Perry,"Active, men working, not producing",Surface,Independent Producer Operator,Mine and Preparation Plant,"Knight Hawk Coal, Llc","500 Cutler-Trico Road, Percy, IL 62272",,Illinois Basin,"34,170",4,"5,885"
2021,1103143,Prairie Eagle,Illinois,Perry,Active,Surface,Independent Producer Operator,Preparation Plant,"Knight Hawk Coal, Llc","500 Cutler-Trico Road, Percy, IL 62272",,Illinois Basin,0,1,"1,523"
2021,1103143,Prairie Eagle,Illinois,Perry,Active,Underground,Independent Producer Operator,Preparation Plant,"Knight Hawk Coal, Llc","500 Cutler-Trico Road, Percy, IL 62272",,Illinois Basin,0,34,"74,620"
2021,1103147,Prairie Eagle-Underground,Illinois,Perry,Active,Underground,Independent Producer Operator,Mine only,"Knight Hawk Coal, Llc","500 Cutler-Trico Rd, Percy, IL 62272",,Illinois Basin,"4,114,075",267,"535,070"
2021,1103274,Golden Eagle Mine,Illinois,Perry,Active,Surface,Independent Producer Operator,Mine only,"Knight Hawk Coal, Llc","500 Cutler/Trico Road, Percy, IL 62272",,Illinois Basin,"339,836",22,"41,559"
2021,1102546,Preparation Plant,Illinois,Randolph,Active,Underground,Independent Producer Operator,Preparation Plant,"Peabody Midwest Mining, Llc","P.O. Box 397, Coulterville, IL 62237",,Illinois Basin,0,27,"54,370"
2021,1103226,Hawkeye Mine,Illinois,Randolph,Active,Surface,Independent Producer Operator,Mine only,"Knight Hawk Coal, Llc","500 Cutler-Trico Road, Percy, IL 62272",,Illinois Basin,"7,212",4,"7,509"
2021,1103235,Gateway North Mine,Illinois,Randolph,Active,Underground,Operating Subsidiary,Mine only,"Peabody Gateway North Mining,","12968 State Route 13, Coulterville, IL 62237",,Illinois Basin,"1,728,891",143,"268,069"
2021,1103225,Watco Transloading/ Cahokia Te,Illinois,St Clair,Active,Surface,Operating Subsidiary,Preparation Plant,Watco Trans Loading Llc,"#2 Monsanto Avenute, Sauget, IL 62201",,Illinois Basin,0,14,"25,392"
2021,1103225,Watco Transloading/ Cahokia Te,Illinois,St Clair,Active,Underground,Operating Subsidiary,Preparation Plant,Watco Trans Loading Llc,"#2 Monsanto Avenute, Sauget, IL 62201",,Illinois Basin,0,13,"25,392"
2021,1102664,Viper Mine,Illinois,Sangamon,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Icg-Illinois, Llc","5945 Lester Road, Williamsville, IL 62693",,Illinois Basin,"1,012,847",154,"285,281"
2021,1103064,Friendsville Mine,Illinois,Wabash,Active,Surface,Operating Subsidiary,Mine only,Responsible Energy Operations,"625 N. 9th Street, Petersburg, IN 47567",,Illinois Basin,"34,972",3,"3,238"
2021,1103296,Friendsville Prep Plant,Illinois,Wabash,Active,Surface,Operating Subsidiary,Preparation Plant,Responsible Energy Operations,"250 Cross Pointe Blvd., Evansville, IN 47715",,Illinois Basin,0,4,"11,754"
2021,1103193,Lively Grove Mine,Illinois,Washington,Active,Underground,Operating Subsidiary,Mine only,Prairie State Generating Compa,"4274 County Hwy 12, Marissa, IL 62257",,Illinois Basin,"6,636,062",397,"891,089"
2021,1103141,Mach #1 Mine,Illinois,Williamson,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Mach Mining Llc,"P.O. Box 300, Johnston City, IL 62951",,Illinois Basin,"6,713,341",228,"500,139"
2021,1202460,Ace In The Hole,Indiana,Clay,Active,Surface,Operating Subsidiary,Mine only,"Sunrise Coal, Llc.","1183 E Canvasback Dr, Terre Haute, IN 47802",,Illinois Basin,"135,037",27,"51,479"
2021,1201732,Craney Mine,Indiana,Daviess,"Active, men working, not producing",Surface,Independent Producer Operator,Mine and Preparation Plant,Solar Sources Mining Llc,"Post Office Box 7, Petersburg, IN 47567",,Illinois Basin,"9,592",3,"2,382"
2021,1202372,Antioch Mine,Indiana,Daviess,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Responsible Energy Operations,"250 Cross Pointe Blvd, Evansville, IN 47715",,Illinois Basin,"52,998",13,"25,314"
2021,1202374,Shamrock Mine,Indiana,Dubois,"Active, men working, not producing",Surface,Operating Subsidiary,Mine and Preparation Plant,Solar Sources Mining Llc,"250 Cross Pointe Blvd, Evansville, IN 47715",,Illinois Basin,"7,741",6,"7,982"
2021,1202147,Francisco Mine,Indiana,Gibson,Active,Underground,Operating Subsidiary,Preparation Plant,"Peabody Midwest Mining, Llc","566 Dikeyville Rd, Lynnville, IN 47619",,Illinois Basin,0,23,"41,654"
2021,1202258,Somerville Central Mine,Indiana,Gibson,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,"Peabody Midwest Mining, Llc","566 Dickeyville Rd, Lynnville, IN 47619",,Illinois Basin,"12,604",5,"8,532"
2021,1202295,Francisco Underground Pit,Indiana,Gibson,Active,Underground,Operating Subsidiary,Mine only,"Peabody Midwest Mining, Llc","P.O. Box 347, Francisco, IN 47649",,Illinois Basin,"1,485,344",170,"371,649"
2021,1202388,Gibson South,Indiana,Gibson,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Gibson County Coal, Llc","3455 S. 700 W., Owensville, IN 47665",,Illinois Basin,"3,290,186",229,"620,985"
2021,1202394,Oaktown Fuels Mine No. 1,Indiana,Knox,Active,Underground,Operating Subsidiary,Mine only,"Sunrise Coal, Llc","12661 N. Agricare Road, Oaktown, IN 47561",,Illinois Basin,"3,488,773",328,"731,822"
2021,1202418,Oaktown Fuels Mine No. 2,Indiana,Knox,Active,Underground,Operating Subsidiary,Mine only,"Sunrise Coal, Llc","12661 North Agri Care Road, Oaktown, IN 47561",,Illinois Basin,"2,147,021",274,"625,690"
2021,1202462,Oaktown Fuels Preparation Plan,Indiana,Knox,Active,Underground,Operating Subsidiary,Preparation Plant,"Sunrise Coal, Llc","1183 East Canvasback Dr., Terre Haute, IN 47802",,Illinois Basin,0,68,"129,084"
2021,1201616,Charger Mine East,Indiana,Pike,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Responsible Energy Operations,"625 N. 9th Street, Petersburg, IN 47567",,Illinois Basin,"12,518",3,"6,109"
2021,1202422,Bear Run Mine,Indiana,Sullivan,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Peabody Bear Run Mining Llc,"7255 East County Road 600s, Carlisle, IN 47838",,Illinois Basin,"6,039,988",459,"1,034,153"
2021,1202441,Wild Boar Mine,Indiana,Warrick,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Peabody Wild Boar Mining, Llc","566 Dickeyville Rd., Lynnville, IN 47619",,Illinois Basin,"2,340,211",185,"344,215"
2021,1518950,Addcar Systems 03,Indiana,Warrick,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Mega Highwall Mining Llc,"12003 Virginia Blvd., Ashland, KY 41102",,Illinois Basin,"448,423",13,"34,415"
2021,4609573,Hartridge Surface Mine,Kentucky (East),Adair,Active,Surface,Independent Producer Operator,Mine only,Carter Roag Coal Company,"287 Farmers, Harlan, KY 40831",,Appalachia Central,"11,952",11,"22,274"
2021,1509876,Tipple #3,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Preparation Plant,Double Mountain Mining Llc,"P.O. Box 1787, Middlesboro, KY 40965",,Appalachia Central,0,6,"12,539"
2021,1509876,Tipple #3,Kentucky (East),Bell,Active,Underground,Independent Producer Operator,Preparation Plant,Double Mountain Mining Llc,"P.O. Box 1787, Middlesboro, KY 40965",,Appalachia Central,0,5,"12,539"
2021,1511055,Middlesboro Tipple,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Preparation Plant,"Premium Processing Co., Inc.","700 N 19th Street, Middlesboro, KY 40965",,Appalachia Central,0,10,"20,503"
2021,1511055,Middlesboro Tipple,Kentucky (East),Bell,Active,Underground,Independent Producer Operator,Preparation Plant,"Premium Processing Co., Inc.","700 N 19th Street, Middlesboro, KY 40965",,Appalachia Central,0,1,"2,278"
2021,1512682,Crockett,Kentucky (East),Bell,Active,Underground,Independent Producer Operator,Preparation Plant,"Covol Fuels No. 3, Llc","10156 Us Hwy 25e, Pineville, KY 40977",,Appalachia Central,0,16,"29,722"
2021,1518730,Chm -102,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Mine only,Contract Highwall Mining Llc,"P.O. Box 249, Stanville, KY 41659",,Appalachia Central,"26,769",3,"5,810"
2021,1518765,Shm 1,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Mine only,"Contract Highwall Mining, Llc","200 Second Street Suite 202, Pikeville, KY 41502",,Appalachia Central,"162,915",7,"18,241"
2021,1518986,Balkan,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Preparation Plant,Nally & Hamilton Enterprises I,"P.O. Box 157, Bardstown, KY 40004",,Appalachia Central,0,43,"68,241"
2021,1519268,Mine #3,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Mine only,Double Mountain Mining Llc,"34 Apollo Fuels Road, Middlesboro, KY 40965",,Appalachia Central,"109,701",38,"85,957"
2021,1519432,Four Mile,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Mine only,Nally & Hamilton Enterprises I,"P.O. Box 249, Calvin, KY 40813",,Appalachia Central,"146,562",20,"68,830"
2021,1519702,Straight Creek  Mine,Kentucky (East),Bell,Active,Underground,Independent Producer Operator,Mine only,Covol Fuels No.3 Llc,"P.O. Box 853, Pineville, KY 40977",,Appalachia Central,"99,540",49,"85,391"
2021,1519857,K-Island Mine #1,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Mine only,"K-Island Resources, Llc","111 Mill Creek Road, Pathfork, KY 40863",,Appalachia Central,"70,937",12,"30,715"
2021,1519884,Colmar,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Mine only,Nally & Hamilton Enterprises I,"P.O. Box 249, Calvin, KY 40813",,Appalachia Central,"56,284",19,"29,707"
2021,1519885,Insull Ridge,Kentucky (East),Bell,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Nally & Hamilton Enterprises,","P.O. Box 249, Calvin, KY 40813",,Appalachia Central,"38,230",14,"23,635"
2021,1519891,Right Fork Mine,Kentucky (East),Bell,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Alden Resources Llc,"332 W. Cumberland Gap Pkwy, Corbin, KY 40701",,Appalachia Central,"28,878",11,"28,552"
2021,1512199,Riverway Terminals,Kentucky (East),Boyd,Active,Surface,Independent Producer Operator,Preparation Plant,Riverway South Inc,"P.O. Box 11188, Lexington, KY 40574",,Appalachia Central,0,2,"2,952"
2021,1512199,Riverway Terminals,Kentucky (East),Boyd,Active,Underground,Independent Producer Operator,Preparation Plant,Riverway South Inc,"P.O. Box 11188, Lexington, KY 40574",,Appalachia Central,0,2,"2,951"
2021,1516749,Kentucky Coal Terminal,Kentucky (East),Boyd,Active,Surface,Independent Producer Operator,Preparation Plant,"Cw Coal Sales, Inc","P.O. Box 203, Rush, KY 41168",,Appalachia Central,0,5,"12,601"
2021,1516749,Kentucky Coal Terminal,Kentucky (East),Boyd,Active,Underground,Independent Producer Operator,Preparation Plant,"Cw Coal Sales, Inc","P.O. Box 203, Rush, KY 41168",,Appalachia Central,0,3,"6,785"
2021,1518982,Sturgeon Freeman Fork,Kentucky (East),Breathitt,Active,Surface,Independent Producer Operator,Mine only,"Sturgeon Mining Co., Inc.","P.O. Box 368, Beattyville, KY 41311",,Appalachia Central,"19,087",5,"10,515"
2021,1515153,Manchester Complex,Kentucky (East),Clay,Active,Surface,Independent Producer Operator,Preparation Plant,B & W Resources Inc,"300 Liperote Way, London, KY 40741",,Appalachia Central,0,15,"33,150"
2021,1518418,Joe's Run,Kentucky (West),Daviess,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Western Kentucky Minerals, Inc","P.O. Box 155, Philpot, KY 42366",,Illinois Basin,"232,710",23,"57,556"
2021,1519536,Joes Run Auger No. 26,Kentucky (West),Daviess,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Western Kentucky Minerals, Inc","P.O. Box 155, Philpot, KY 42366",,Illinois Basin,"4,993",4,"4,854"
2021,1519667,Joes Run Processing,Kentucky (West),Daviess,Permanently abandoned,Surface,Independent Producer Operator,Preparation Plant,"Western Kentucky Minerals, Inc","P.O. Box 155, Philpot, KY 42366",,Illinois Basin,0,5,"12,084"
2021,1510271,#1 Plant,Kentucky (East),Floyd,Active,Underground,Contractor,Preparation Plant,"N F C Mining, Inc.","439 Meadows Branch, Prestonsburg, KY 41653",,Appalachia Central,0,16,"31,723"
2021,1519726,No. 1,Kentucky (East),Floyd,Active,Underground,Independent Producer Operator,Mine only,Coalton Mining Inc.,"P.O. Box 869, Salyersville, KY 41465",,Appalachia Central,"46,529",15,"27,585"
2021,1519835,#1,Kentucky (East),Floyd,Active,Underground,Independent Producer Operator,Mine only,"Tereco Coal, Llc","2328 Thistle Park, Lexington, KY 40509",,Appalachia Central,"5,144",12,"2,441"
2021,1519837,No. 6,Kentucky (East),Floyd,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Mrm Mining Inc.,"P.O. Box 517, Middlesboro, KY 40965",,Appalachia Central,"79,766",19,"47,202"
2021,1519892,Strip,Kentucky (East),Floyd,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Jrc Mining, Inc.","P.O. Box 952, Hyden, KY 41749",,Appalachia Central,"9,063",6,"3,935"
2021,1502263,D-29 Darby Fork,Kentucky (East),Harlan,Active,Underground,Independent Producer Operator,Mine only,"Inmet Mining, Llc.","144 E Market Place Blvd, Knoxville, TN 37922",,Appalachia Central,"392,630",76,"214,952"
2021,1505215,Moore Processing,Kentucky (East),Harlan,Active,Surface,Operating Subsidiary,Preparation Plant,"Jrl Coal, Inc.","966 Route 990, Coalgood, KY 40818",,Appalachia Central,0,2,"4,902"
2021,1505215,Moore Processing,Kentucky (East),Harlan,Active,Underground,Operating Subsidiary,Preparation Plant,"Jrl Coal, Inc.","966 Route 990, Coalgood, KY 40818",,Appalachia Central,0,28,"65,122"
2021,1510657,Totz Prep Plant,Kentucky (East),Harlan,Active,Surface,Independent Producer Operator,Preparation Plant,Harlan Cumberland Coal Company,"P.O. Box 269, Grays Knob, KY 40829",,Appalachia Central,0,14,"38,436"
2021,1510657,Totz Prep Plant,Kentucky (East),Harlan,Active,Underground,Independent Producer Operator,Preparation Plant,Harlan Cumberland Coal Company,"P.O. Box 269, Grays Knob, KY 40829",,Appalachia Central,0,0,388
2021,1512428,Prep Plant,Kentucky (East),Harlan,"Active, men working, not producing",Surface,Independent Producer Operator,Preparation Plant,"Double Branch Energy, Llc.","302 South Jefferson St, Roanoke, VA 24011",,Appalachia Central,0,4,"9,796"
2021,1512428,Prep Plant,Kentucky (East),Harlan,"Active, men working, not producing",Underground,Independent Producer Operator,Preparation Plant,"Double Branch Energy, Llc.","302 South Jefferson St, Roanoke, VA 24011",,Appalachia Central,0,4,"9,796"
2021,1517650,T-11 Coldiron,Kentucky (East),Harlan,Temporarily closed,Surface,Independent Producer Operator,Preparation Plant,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,0,3,"2,950"
2021,1517650,T-11 Coldiron,Kentucky (East),Harlan,Temporarily closed,Underground,Independent Producer Operator,Preparation Plant,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,0,2,"2,950"
2021,1518198,D-11 Panther,Kentucky (East),Harlan,Active,Underground,Independent Producer Operator,Mine only,"Inmet Mining, Llc.","144 E Market Place Blvd., Knoxville, TN 37922",,Appalachia Central,"186,671",53,"156,510"
2021,1518361,D-21,Kentucky (East),Harlan,Active,Underground,Independent Producer Operator,Mine only,"Inmet Mining, Llc.","144 Market Place Blvd., Knoxville, TN 37922",,Appalachia Central,"123,806",26,"72,300"
2021,1518423,Right Fork Splint,Kentucky (East),Harlan,Active,Surface,Operating Subsidiary,Mine only,"Jrl Coal, Inc.","966 Rt. 990, Coalgood, KY 40818",,Appalachia Central,"133,008",29,"67,523"
2021,1519455,Highsplint Strip Job #26,Kentucky (East),Harlan,Permanently abandoned,Surface,Independent Producer Operator,Mine only,4th Gen Fuels Llc,"P.O. Box 269, Grays Knob, KY 40829",,Appalachia Central,"19,517",6,"9,004"
2021,1519827,Putney Darby Mine #1,Kentucky (East),Harlan,Active,Underground,Operating Subsidiary,Mine only,Jrl Coal Inc,"966 Route 990, Coalgood, KY 40818",,Appalachia Central,"368,563",49,"108,138"
2021,1519858,Cranks Creek,Kentucky (East),Harlan,Active,Surface,Independent Producer Operator,Mine only,Nally & Hamilton Enterprises I,"P.O. Box 249, Calvin, KY 40813",,Appalachia Central,"168,531",30,"84,347"
2021,1519859,Magnum #1,Kentucky (East),Harlan,Active,Underground,Operating Subsidiary,Mine only,Jrl Coal Inc.,"966 Route 990, Coalgood, KY 40818",,Appalachia Central,"280,552",48,"99,544"
2021,1519869,Magnum #2,Kentucky (East),Harlan,Active,Underground,Independent Producer Operator,Mine only,"Bell Energy, Inc","110 Coal Drive, Middlesboro, KY 40965",,Appalachia Central,"6,402",6,"5,933"
2021,1519873,Bailey Creek,Kentucky (East),Harlan,Temporarily closed,Surface,Independent Producer Operator,Mine only,Nally & Hamilton Enterprises I,"P.O. Box 249, Calvin, KY 40913",,Appalachia Central,"8,144",9,"4,773"
2021,1519897,Kelly Branch,Kentucky (East),Harlan,Active,Surface,Independent Producer Operator,Mine only,"Nally & Hamilton Enterprises,","P.O. Box 249, Calvin, KY 40813",,Appalachia Central,"76,576",25,"63,452"
2021,1519900,Old House Mining #1,Kentucky (East),Harlan,Active,Surface,Independent Producer Operator,Mine only,Old House Mining. Llc,"P.O. Box 925, Hyden, KY 41749",,Appalachia Central,"14,238",11,"6,980"
2021,1514335,Warrior Preparation Plant,Kentucky (West),Hopkins,Active,Underground,Operating Subsidiary,Preparation Plant,"Warrior Coal, Llc","57 J.E. Ellis Road, Madisonville, KY 42431",,Illinois Basin,0,34,"80,146"
2021,1517216,Cardinal,Kentucky (West),Hopkins,Active,Underground,Operating Subsidiary,Mine only,Warrior Coal Llc,"57 J.E. Ellis Road, Madisonville, KY 42431",,Illinois Basin,"4,141,430",416,"996,706"
2021,1519538,Job 5,Kentucky (East),Johnson,Active,Surface,Independent Producer Operator,Mine only,"Ridgeline Coal, Llc","P.O. Box 2121, Pikeville, KY 41502",,Appalachia Central,"439,887",33,"87,068"
